126.00	1.00
127.00	1.00
128.00	1.00
129.00	1.00
130.00	1.00
131.00	1.00
132.00	1.00
133.00	1.00
134.00	1.00
135.00	1.00
136.00	1.00
137.00	1.00
138.00	1.00
139.00	1.00
140.00	1.00
141.00	1.00
142.00	1.00
143.00	1.00
144.00	1.00
145.00	1.00
146.00	1.00
147.00	1.00
148.00	1.00
149.00	1.00
150.00	1.00
151.00	1.00
152.00	1.00
153.00	1.00
154.00	1.00
155.00	1.00
156.00	1.00
157.00	1.00
158.00	1.00
159.00	1.00
160.00	1.00
161.00	1.00
162.00	1.00
163.00	1.00
164.00	1.00
165.00	1.00
166.00	1.00
167.00	1.00
168.00	1.00
169.00	1.00
170.00	1.00
171.00	1.00
172.00	1.00
173.00	1.00
174.00	1.00
175.00	1.00
176.00	1.00
177.00	1.00
178.00	1.00
179.00	1.00
180.00	1.00
181.00	1.00
182.00	1.00
183.00	1.00
184.00	1.00
185.00	1.00
186.00	1.00
187.00	1.00
188.00	1.00
189.00	1.00
190.00	1.00
191.00	1.00
192.00	1.00
193.00	1.00
194.00	1.00
195.00	1.00
196.00	1.00
197.00	1.00
198.00	1.00
199.00	1.00
200.00	1.00
201.00	1.00
202.00	1.00
203.00	1.00
204.00	1.00
205.00	1.00
206.00	1.00
207.00	1.00
208.00	1.00
209.00	1.00
210.00	1.00
211.00	1.00
212.00	1.00
213.00	1.00
214.00	1.00
215.00	1.00
216.00	1.00
217.00	1.00
218.00	1.00
219.00	1.00
220.00	1.00
221.00	1.00
222.00	1.00
223.00	1.00
224.00	1.00
225.00	1.00
226.00	1.00
227.00	1.00
228.00	1.00
229.00	1.00
230.00	1.00
231.00	1.00
232.00	1.00
233.00	1.00
234.00	1.00
235.00	1.00
236.00	1.00
237.00	1.00
238.00	1.00
239.00	1.00
240.00	1.00
241.00	1.00
242.00	1.00
243.00	1.00
244.00	1.00
245.00	1.00
246.00	1.00
247.00	1.00
248.00	1.00
249.00	1.00
250.00	1.00
251.00	1.00
252.00	1.00
253.00	1.00
254.00	1.00
255.00	1.00
256.00	1.00
257.00	1.00
258.00	1.00
259.00	1.00
260.00	1.00
261.00	1.00
262.00	1.00
263.00	1.00
264.00	1.00
265.00	1.00
266.00	1.00
267.00	1.00
268.00	1.00
269.00	1.00
270.00	1.00
271.00	1.00
272.00	1.00
273.00	1.00
274.00	1.00
275.00	1.00
276.00	1.00
277.00	1.00
278.00	1.00
279.00	1.00
280.00	1.00
281.00	1.00
282.00	1.00
283.00	1.00
284.00	1.00
285.00	1.00
286.00	1.00
287.00	1.00
288.00	1.00
289.00	1.00
290.00	1.00
291.00	1.00
292.00	1.00
293.00	1.00
294.00	1.00
295.00	1.00
296.00	1.00
297.00	1.00
298.00	1.00
299.00	1.00
300.00	1.00
